gameid,date,type,playerid,player,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,win,season
21001224,2011-04-13,regular,201609,Goran Dragic,HOU,MIN,HOU,44,11,4,8,50.0,3,6,50.0,0,2,0.0,2,9,11,11,0,1,2,1,18,1,2011
21100057,2012-01-01,regular,200765,Rajon Rondo,BOS,WAS,BOS,34,18,7,10,70.0,0,0,0.0,4,7,57.1,4,7,11,14,1,0,3,2,26,1,2012
21100468,2012-02-19,regular,201586,Serge Ibaka,OKC,OKC,DEN,41,14,6,7,85.7,0,0,0.0,2,4,50.0,8,7,15,0,1,11,1,4,31,1,2012
21100546,2012-03-04,regular,200765,Rajon Rondo,BOS,BOS,NYK,48,18,7,20,35.0,0,0,0.0,4,7,57.1,4,13,17,20,1,1,4,3,5,1,2012
21100778,2012-04-01,regular,200765,Rajon Rondo,BOS,BOS,MIA,37,16,7,13,53.8,1,2,50.0,1,3,33.3,2,9,11,14,0,0,2,2,28,1,2012
21100931,2012-04-18,regular,2200,Pau Gasol,LAL,GSW,LAL,35,22,7,16,43.8,0,0,0.0,8,8,100.0,2,9,11,11,0,3,0,2,24,1,2012
21100980,2012-04-26,regular,202386,Ben Uzoh,TOR,TOR,NJN,46,12,6,19,31.6,0,0,0.0,0,0,0.0,4,7,11,12,4,1,2,3,33,1,2012
21200063,2012-11-07,regular,202328,Greg Monroe,DET,SAC,DET,40,21,8,15,53.3,0,0,0.0,5,7,71.4,5,7,12,11,1,0,2,4,7,0,2013
21200146,2012-11-18,regular,977,Kobe Bryant,LAL,LAL,HOU,35,22,9,18,50.0,1,3,33.3,3,5,60.0,1,10,11,11,3,0,3,4,14,1,2013
21200252,2012-12-04,regular,2544,LeBron James,MIA,WAS,MIA,43,26,12,24,50.0,1,4,25.0,1,3,33.3,2,11,13,11,3,2,3,1,-3,0,2013
21200270,2012-12-07,regular,200765,Rajon Rondo,BOS,PHI,BOS,42,16,8,14,57.1,0,0,0.0,0,2,0.0,3,10,13,14,3,3,5,4,-1,0,2013
21200301,2012-12-10,regular,2225,Tony Parker,SAS,HOU,SAS,43,27,9,18,50.0,1,3,33.3,8,9,88.9,0,12,12,12,0,0,3,1,22,1,2013
21200356,2012-12-18,regular,202348,Jordan Crawford,WAS,WAS,ATL,44,27,10,22,45.5,5,10,50.0,2,2,100.0,2,9,11,11,0,0,1,1,-1,0,2013
21200389,2012-12-21,regular,101135,David Lee,GSW,GSW,CHA,34,23,11,16,68.8,0,0,0.0,1,1,100.0,6,5,11,11,0,0,2,3,9,1,2013
21200699,2013-02-02,regular,201935,James Harden,HOU,HOU,CHA,40,21,6,11,54.5,1,3,33.3,8,9,88.9,0,11,11,11,1,1,3,4,16,1,2013
21200738,2013-02-08,regular,202349,Greivis Vasquez,NOH,ATL,NOH,36,21,7,15,46.7,3,5,60.0,4,5,80.0,2,9,11,12,1,0,4,1,19,1,2013
21200754,2013-02-10,regular,1718,Paul Pierce,BOS,BOS,DEN,54,27,7,20,35.0,5,9,55.6,8,9,88.9,0,14,14,14,0,0,4,5,5,1,2013
21200777,2013-02-13,regular,202331,Paul George,IND,IND,CHA,39,23,8,17,47.1,1,4,25.0,6,7,85.7,1,11,12,12,2,0,1,2,28,1,2013
21200804,2013-02-20,regular,201142,Kevin Durant,OKC,HOU,OKC,42,16,4,13,30.8,0,2,0.0,8,9,88.9,0,12,12,11,2,1,5,2,-4,0,2013
21200862,2013-02-28,regular,201149,Joakim Noah,CHI,CHI,PHI,45,23,8,12,66.7,0,0,0.0,7,9,77.8,8,13,21,1,3,11,3,1,13,1,2013
21200911,2013-03-06,regular,201933,Blake Griffin,LAC,LAC,MIL,33,23,9,14,64.3,0,1,0.0,5,8,62.5,2,9,11,11,1,1,3,2,5,1,2013
21200954,2013-03-12,regular,201937,Ricky Rubio,MIN,MIN,SAS,35,21,9,17,52.9,1,5,20.0,2,3,66.7,1,12,13,12,0,1,4,4,23,1,2013
21201110,2013-04-02,regular,977,Kobe Bryant,LAL,LAL,DAL,47,23,8,18,44.4,0,3,0.0,7,8,87.5,1,10,11,11,4,2,4,3,20,1,2013
21201228,2013-04-17,regular,2200,Pau Gasol,LAL,LAL,HOU,44,17,7,17,41.2,0,0,0.0,3,4,75.0,5,15,20,11,0,2,3,0,1,1,2013
21300039,2013-11-02,regular,201587,Nicolas Batum,POR,POR,SAS,36,11,4,11,36.4,1,4,25.0,2,3,66.7,4,8,12,11,0,1,4,2,5,1,2014
21300099,2013-11-11,regular,202362,Lance Stephenson,IND,IND,MEM,34,13,5,11,45.5,3,5,60.0,0,0,0.0,0,11,11,12,0,0,1,3,11,1,2014
21300435,2013-12-27,regular,201939,Stephen Curry,GSW,GSW,PHX,34,14,5,17,29.4,1,6,16.7,3,5,60.0,3,10,13,16,1,0,7,3,27,1,2014
21300772,2014-02-11,regular,201149,Joakim Noah,CHI,CHI,ATL,41,19,8,15,53.3,0,0,0.0,3,6,50.0,6,10,16,11,0,3,1,2,16,1,2014
21300869,2014-02-28,regular,201939,Stephen Curry,GSW,NYK,GSW,30,27,9,19,47.4,5,11,45.5,4,4,100.0,2,9,11,11,0,1,4,2,19,1,2014
21300883,2014-03-02,regular,201149,Joakim Noah,CHI,CHI,NYK,37,13,4,10,40.0,0,0,0.0,5,8,62.5,5,7,12,14,2,2,1,0,23,1,2014
21300940,2014-03-09,regular,200768,Kyle Lowry,TOR,MIN,TOR,36,20,5,13,38.5,1,3,33.3,9,10,90.0,4,8,12,11,2,0,4,3,4,1,2014
21301133,2014-04-04,regular,200765,Rajon Rondo,BOS,BOS,PHI,38,11,4,7,57.1,0,0,0.0,3,5,60.0,2,9,11,16,0,0,7,3,-11,0,2014
21301165,2014-04-09,regular,202322,John Wall,WAS,WAS,CHA,42,14,6,18,33.3,0,2,0.0,2,3,66.7,1,11,12,11,0,0,5,4,-7,0,2014
21400248,2014-11-30,regular,977,Kobe Bryant,LAL,LAL,TOR,42,31,11,24,45.8,0,1,0.0,9,13,69.2,1,10,11,12,0,1,2,2,2,1,2015
21400294,2014-12-07,regular,200765,Rajon Rondo,BOS,BOS,WAS,34,13,5,17,29.4,1,3,33.3,2,4,50.0,2,11,13,11,3,0,4,2,7,1,2015
21400307,2014-12-08,regular,202339,Eric Bledsoe,PHX,LAC,PHX,45,27,8,16,50.0,2,6,33.3,9,9,100.0,1,10,11,16,2,2,5,4,-3,0,2015
21400345,2014-12-13,regular,203487,Michael Carter-Williams,PHI,PHI,MEM,38,16,7,18,38.9,1,4,25.0,1,2,50.0,2,9,11,11,0,0,6,4,-19,0,2015
21400471,2014-12-30,regular,977,Kobe Bryant,LAL,DEN,LAL,32,23,6,11,54.5,3,5,60.0,8,11,72.7,1,10,11,11,2,1,9,1,12,1,2015
21400493,2015-01-02,regular,203110,Draymond Green,GSW,GSW,TOR,40,16,6,12,50.0,2,6,33.3,2,2,100.0,3,8,11,13,2,2,2,4,23,1,2015
21400593,2015-01-16,regular,201566,Russell Westbrook,OKC,OKC,GSW,36,17,7,19,36.8,1,4,25.0,2,4,50.0,3,12,15,16,4,0,3,4,19,1,2015
21400657,2015-01-25,regular,202355,Hassan Whiteside,MIA,CHI,MIA,25,14,6,10,60.0,0,0,0.0,2,4,50.0,6,7,13,0,0,12,0,4,5,1,2015
21400723,2015-02-02,regular,201566,Russell Westbrook,OKC,OKC,ORL,38,25,8,15,53.3,1,3,33.3,8,8,100.0,1,10,11,14,4,1,2,1,3,1,2015
21400855,2015-02-26,regular,201566,Russell Westbrook,OKC,PHX,OKC,43,39,12,38,31.6,1,10,10.0,14,16,87.5,3,11,14,11,3,0,4,3,4,0,2015
21400869,2015-02-27,regular,201566,Russell Westbrook,OKC,POR,OKC,37,40,14,32,43.8,0,1,0.0,12,14,85.7,5,8,13,11,1,0,6,1,-12,0,2015
21400888,2015-03-02,regular,201937,Ricky Rubio,MIN,MIN,LAC,40,18,5,11,45.5,1,4,25.0,7,9,77.8,1,11,12,11,1,0,2,1,-11,0,2015
21400917,2015-03-06,regular,201935,James Harden,HOU,HOU,DET,38,38,10,21,47.6,2,6,33.3,16,18,88.9,1,11,12,12,1,0,7,1,28,1,2015
21400936,2015-03-08,regular,201566,Russell Westbrook,OKC,OKC,TOR,40,30,9,21,42.9,1,4,25.0,11,13,84.6,3,8,11,17,4,1,9,1,5,1,2015
21401115,2015-04-01,regular,202323,Evan Turner,BOS,BOS,IND,35,13,6,17,35.3,1,3,33.3,0,0,0.0,0,11,11,12,0,0,1,2,13,1,2015
21401120,2015-04-01,regular,201566,Russell Westbrook,OKC,OKC,DAL,44,31,10,32,31.3,2,11,18.2,9,11,81.8,3,8,11,11,1,0,6,4,-3,0,2015
21401135,2015-04-03,regular,202326,DeMarcus Cousins,SAC,SAC,NOP,42,24,9,22,40.9,0,1,0.0,6,10,60.0,0,20,20,13,1,3,5,5,7,0,2015
21401147,2015-04-05,regular,201566,Russell Westbrook,OKC,OKC,HOU,41,40,12,29,41.4,4,11,36.4,12,15,80.0,1,10,11,13,0,0,4,5,2,0,2015
21500092,2015-11-07,regular,200765,Rajon Rondo,SAC,SAC,GSW,44,14,7,20,35.0,0,3,0.0,0,0,0.0,2,10,12,15,4,0,3,3,0,0,2016
21500107,2015-11-10,regular,201566,Russell Westbrook,OKC,WAS,OKC,28,22,7,17,41.2,3,4,75.0,5,6,83.3,2,9,11,11,1,0,5,0,23,1,2016
21500122,2015-11-11,regular,200765,Rajon Rondo,SAC,SAC,DET,48,14,6,16,37.5,1,2,50.0,1,2,50.0,2,9,11,15,3,0,5,1,9,1,2016
21500134,2015-11-13,regular,201566,Russell Westbrook,OKC,OKC,PHI,35,21,8,22,36.4,2,6,33.3,3,4,75.0,4,13,17,11,3,0,6,1,16,1,2016
21500180,2015-11-20,regular,201188,Marc Gasol,MEM,MEM,HOU,37,16,7,14,50.0,0,0,0.0,2,2,100.0,3,8,11,11,4,0,2,2,14,1,2016
21500245,2015-11-28,regular,203110,Draymond Green,GSW,GSW,SAC,36,13,4,13,30.8,0,4,0.0,5,7,71.4,2,9,11,12,1,4,3,4,21,1,2016
21500504,2016-01-02,regular,203110,Draymond Green,GSW,GSW,DEN,44,29,10,16,62.5,5,9,55.6,4,6,66.7,4,13,17,14,4,1,3,4,17,1,2016
21500600,2016-01-15,regular,202355,Hassan Whiteside,MIA,DEN,MIA,38,19,8,13,61.5,0,0,0.0,3,5,60.0,6,11,17,2,1,11,4,2,12,1,2016
21500635,2016-01-20,regular,201935,James Harden,HOU,HOU,DET,36,33,9,22,40.9,3,7,42.9,12,12,100.0,2,15,17,14,1,0,6,5,-11,0,2016
21500725,2016-02-01,regular,201566,Russell Westbrook,OKC,OKC,WAS,36,17,8,13,61.5,0,3,0.0,1,1,100.0,1,12,13,11,1,0,5,2,14,1,2016
21500740,2016-02-03,regular,201566,Russell Westbrook,OKC,OKC,ORL,38,24,10,18,55.6,0,1,0.0,4,4,100.0,7,12,19,14,2,0,2,1,10,1,2016
21500835,2016-02-22,regular,200768,Kyle Lowry,TOR,NYK,TOR,35,22,7,13,53.8,2,4,50.0,6,6,100.0,4,7,11,11,0,0,2,1,19,1,2016
21500841,2016-02-23,regular,202322,John Wall,WAS,WAS,NOP,32,16,5,17,29.4,3,6,50.0,3,5,60.0,0,12,12,11,2,1,3,3,23,1,2016
21500871,2016-02-27,regular,2200,Pau Gasol,CHI,CHI,POR,37,22,9,16,56.3,0,0,0.0,4,5,80.0,3,13,16,14,1,3,3,3,3,0,2016
21500889,2016-02-29,regular,201566,Russell Westbrook,OKC,SAC,OKC,35,20,6,8,75.0,2,3,66.7,6,7,85.7,2,11,13,15,3,0,7,2,2,1,2016
21500887,2016-02-29,regular,203507,Giannis Antetokounmpo,MIL,MIL,HOU,42,18,7,13,53.8,0,1,0.0,4,11,36.4,0,16,16,11,4,2,5,4,13,1,2016
21500940,2016-03-07,regular,2200,Pau Gasol,CHI,CHI,MIL,35,12,4,14,28.6,0,1,0.0,4,5,80.0,0,17,17,13,1,5,1,2,15,1,2016
21500955,2016-03-09,regular,201566,Russell Westbrook,OKC,OKC,LAC,37,25,9,15,60.0,0,2,0.0,7,7,100.0,2,9,11,19,2,1,7,2,0,1,2016
21500985,2016-03-13,regular,203507,Giannis Antetokounmpo,MIL,BKN,MIL,41,28,12,16,75.0,0,0,0.0,4,11,36.4,3,8,11,14,4,2,3,1,19,1,2016
21501013,2016-03-17,regular,202322,John Wall,WAS,PHI,WAS,37,16,4,17,23.5,0,3,0.0,8,8,100.0,1,12,13,14,2,0,9,3,4,1,2016
21501031,2016-03-19,regular,201566,Russell Westbrook,OKC,IND,OKC,36,14,4,17,23.5,3,9,33.3,3,4,75.0,3,8,11,14,1,0,7,4,-2,1,2016
21501044,2016-03-21,regular,2544,LeBron James,CLE,CLE,DEN,33,33,12,19,63.2,1,2,50.0,8,11,72.7,3,8,11,11,0,0,3,2,38,1,2016
21501054,2016-03-22,regular,201566,Russell Westbrook,OKC,OKC,HOU,37,21,7,18,38.9,0,7,0.0,7,8,87.5,3,9,12,15,1,0,4,1,-5,1,2016
21501086,2016-03-26,regular,2544,LeBron James,CLE,NYK,CLE,36,27,10,21,47.6,2,3,66.7,5,6,83.3,3,8,11,11,1,2,2,4,20,1,2016
21501094,2016-03-27,regular,203110,Draymond Green,GSW,GSW,PHI,36,13,4,7,57.1,2,3,66.7,3,6,50.0,1,10,11,11,1,3,4,2,9,1,2016
21501109,2016-03-29,regular,201587,Nicolas Batum,CHA,PHI,CHA,38,19,8,16,50.0,1,4,25.0,2,2,100.0,2,9,11,12,1,0,3,2,18,1,2016
21501133,2016-04-01,regular,203507,Giannis Antetokounmpo,MIL,MIL,ORL,39,18,5,13,38.5,0,1,0.0,8,11,72.7,2,9,11,11,2,3,4,1,8,1,2016
21501139,2016-04-02,regular,202710,Jimmy Butler,CHI,CHI,DET,39,28,10,25,40.0,1,7,14.3,7,8,87.5,5,12,17,12,3,2,3,4,2,0,2016
21501160,2016-04-05,regular,201566,Russell Westbrook,OKC,DEN,OKC,27,13,4,9,44.4,2,4,50.0,3,5,60.0,3,11,14,12,2,0,5,1,26,1,2016
21600001,2016-10-25,regular,2544,LeBron James,CLE,CLE,NYK,32,19,9,14,64.3,0,3,0.0,1,2,50.0,3,8,11,14,0,1,4,3,26,1,2017
21600040,2016-10-30,regular,201566,Russell Westbrook,OKC,OKC,LAL,34,33,11,21,52.4,5,6,83.3,6,6,100.0,4,7,11,16,1,1,7,3,10,1,2017
21600114,2016-11-09,regular,201935,James Harden,HOU,SAS,HOU,41,24,9,19,47.4,1,5,20.0,5,7,71.4,2,10,12,15,1,0,8,1,13,1,2017
21600134,2016-11-12,regular,201935,James Harden,HOU,HOU,SAS,39,25,7,18,38.9,2,9,22.2,9,11,81.8,5,6,11,13,0,0,7,1,1,0,2017
21600141,2016-11-13,regular,201566,Russell Westbrook,OKC,OKC,ORL,38,41,14,21,66.7,0,3,0.0,13,18,72.2,2,10,12,16,0,0,2,2,9,0,2017
21600171,2016-11-17,regular,201935,James Harden,HOU,HOU,POR,32,26,7,17,41.2,3,8,37.5,9,11,81.8,1,11,12,14,3,0,4,3,23,1,2017
21600195,2016-11-20,regular,201566,Russell Westbrook,OKC,OKC,IND,40,31,13,34,38.2,2,8,25.0,3,5,60.0,5,6,11,15,1,0,7,3,-18,0,2017
21600235,2016-11-25,regular,201566,Russell Westbrook,OKC,DEN,OKC,41,36,9,25,36.0,3,4,75.0,15,17,88.2,1,10,11,17,1,1,7,3,10,1,2017
21600242,2016-11-26,regular,201566,Russell Westbrook,OKC,OKC,DET,37,17,8,22,36.4,0,5,0.0,1,2,50.0,3,10,13,15,1,1,5,2,14,1,2017
21600255,2016-11-28,regular,201566,Russell Westbrook,OKC,NYK,OKC,36,27,9,23,39.1,2,3,66.7,7,7,100.0,5,12,17,14,2,0,7,3,5,1,2017
21600270,2016-11-30,regular,201566,Russell Westbrook,OKC,OKC,WAS,41,35,12,35,34.3,1,6,16.7,10,10,100.0,4,10,14,11,2,0,5,3,4,1,2017
21600281,2016-12-01,regular,201935,James Harden,HOU,GSW,HOU,46,29,8,23,34.8,2,11,18.2,11,14,78.6,1,14,15,13,2,1,7,4,-6,1,2017
21600301,2016-12-04,regular,201566,Russell Westbrook,OKC,OKC,NOP,38,28,10,23,43.5,2,8,25.0,6,9,66.7,1,16,17,12,1,0,10,1,13,1,2017
21600307,2016-12-05,regular,201566,Russell Westbrook,OKC,ATL,OKC,34,32,10,22,45.5,3,8,37.5,9,14,64.3,1,12,13,12,1,1,4,1,-4,1,2017
21600325,2016-12-07,regular,203507,Giannis Antetokounmpo,MIL,MIL,POR,40,15,4,11,36.4,0,3,0.0,7,10,70.0,2,10,12,11,2,4,3,3,-3,1,2017
21600359,2016-12-11,regular,204025,Tim Frazier,NOP,PHX,NOP,38,14,4,10,40.0,0,2,0.0,6,7,85.7,3,8,11,11,5,1,1,4,18,1,2017
21600380,2016-12-14,regular,201935,James Harden,HOU,HOU,SAC,30,15,4,7,57.1,3,6,50.0,4,4,100.0,0,11,11,14,1,0,5,0,29,1,2017
21600395,2016-12-16,regular,201935,James Harden,HOU,HOU,NOP,34,29,7,15,46.7,6,12,50.0,9,11,81.8,2,9,11,13,0,0,4,2,14,1,2017
21600399,2016-12-17,regular,201566,Russell Westbrook,OKC,OKC,PHX,34,26,9,17,52.9,1,2,50.0,7,7,100.0,0,11,11,22,2,1,5,3,16,1,2017
21600445,2016-12-23,regular,201566,Russell Westbrook,OKC,BOS,OKC,35,45,13,25,52.0,5,7,71.4,14,16,87.5,1,10,11,11,1,0,4,1,10,1,2017
21600473,2016-12-27,regular,201566,Russell Westbrook,OKC,MIA,OKC,37,29,11,22,50.0,0,1,0.0,7,10,70.0,0,17,17,11,0,0,7,0,12,1,2017
21600504,2016-12-31,regular,201935,James Harden,HOU,HOU,NYK,42,53,14,26,53.8,9,16,56.3,16,18,88.9,3,13,16,17,0,0,8,2,13,1,2017
21600507,2016-12-31,regular,201566,Russell Westbrook,OKC,OKC,LAC,29,17,6,11,54.5,0,2,0.0,5,6,83.3,0,12,12,14,2,0,1,0,26,1,2017
21600528,2017-01-03,regular,203944,Julius Randle,LAL,LAL,MEM,37,19,9,15,60.0,0,0,0.0,1,4,25.0,2,12,14,11,1,0,2,3,21,1,2017
21600555,2017-01-07,regular,201566,Russell Westbrook,OKC,OKC,DEN,35,32,10,20,50.0,7,12,58.3,5,6,83.3,2,15,17,11,3,0,5,3,24,1,2017
21600581,2017-01-11,regular,201566,Russell Westbrook,OKC,OKC,MEM,37,24,6,20,30.0,0,7,0.0,12,15,80.0,1,12,13,12,2,1,6,1,13,1,2017
21600596,2017-01-13,regular,201566,Russell Westbrook,OKC,MIN,OKC,36,21,7,23,30.4,1,10,10.0,6,7,85.7,3,8,11,12,2,0,10,3,-10,0,2017
21600609,2017-01-15,regular,201935,James Harden,HOU,BKN,HOU,32,22,6,16,37.5,4,9,44.4,6,7,85.7,2,10,12,11,1,0,7,4,18,1,2017
21600619,2017-01-16,regular,203110,Draymond Green,GSW,GSW,CLE,35,11,4,6,66.7,0,0,0.0,3,4,75.0,2,11,13,11,1,5,0,1,43,1,2017
21600634,2017-01-18,regular,201566,Russell Westbrook,OKC,GSW,OKC,35,27,8,23,34.8,1,6,16.7,10,11,90.9,4,11,15,13,2,2,10,5,-19,0,2017
21600680,2017-01-25,regular,2544,LeBron James,CLE,CLE,SAC,45,24,8,15,53.3,0,3,0.0,8,11,72.7,4,9,13,11,2,1,5,3,-1,0,2017
21600694,2017-01-27,regular,201935,James Harden,HOU,PHI,HOU,39,51,16,28,57.1,6,11,54.5,13,14,92.9,1,12,13,13,2,1,5,4,13,1,2017
21600752,2017-02-03,regular,203999,Nikola Jokic,DEN,DEN,MIL,32,20,8,15,53.3,2,4,50.0,2,2,100.0,6,6,12,11,1,0,2,0,8,1,2017
21600753,2017-02-03,regular,202326,DeMarcus Cousins,SAC,SAC,PHX,34,22,6,16,37.5,3,7,42.9,7,9,77.8,1,10,11,12,1,2,5,5,6,0,2017
21600750,2017-02-03,regular,201566,Russell Westbrook,OKC,OKC,MEM,38,38,8,20,40.0,5,7,71.4,17,17,100.0,2,11,13,12,3,0,5,2,17,1,2017
21600771,2017-02-06,regular,201933,Blake Griffin,LAC,TOR,LAC,37,26,11,19,57.9,2,3,66.7,2,3,66.7,4,7,11,11,1,0,2,3,-1,0,2017
21600796,2017-02-09,regular,201566,Russell Westbrook,OKC,OKC,CLE,35,29,11,27,40.7,2,6,33.3,5,5,100.0,1,11,12,11,4,0,7,4,3,1,2017
21600827,2017-02-13,regular,203999,Nikola Jokic,DEN,DEN,GSW,36,17,7,13,53.8,0,0,0.0,3,4,75.0,6,15,21,12,2,0,6,3,33,1,2017
21600845,2017-02-15,regular,201566,Russell Westbrook,OKC,OKC,NYK,38,38,13,22,59.1,3,5,60.0,9,13,69.2,3,11,14,12,3,1,6,0,13,1,2017
21600841,2017-02-15,regular,201935,James Harden,HOU,HOU,MIA,42,38,10,21,47.6,4,10,40.0,14,16,87.5,3,9,12,12,0,1,4,5,-6,0,2017
21600853,2017-02-23,regular,2544,LeBron James,CLE,CLE,NYK,37,18,7,11,63.6,0,2,0.0,4,6,66.7,0,13,13,15,0,3,6,1,10,1,2017
21600861,2017-02-24,regular,201566,Russell Westbrook,OKC,OKC,LAL,35,17,4,18,22.2,1,5,20.0,8,9,88.9,2,16,18,17,3,0,6,1,19,1,2017
21600880,2017-02-26,regular,201566,Russell Westbrook,OKC,OKC,NOP,37,41,14,29,48.3,2,8,25.0,11,12,91.7,2,9,11,11,1,0,9,2,3,1,2017
21600949,2017-03-08,regular,203901,Elfrid Payton,ORL,ORL,CHI,36,22,8,12,66.7,0,1,0.0,6,7,85.7,6,8,14,14,2,2,2,0,12,1,2017
21600962,2017-03-09,regular,201566,Russell Westbrook,OKC,OKC,SAS,35,23,7,21,33.3,1,6,16.7,8,9,88.9,3,10,13,13,2,0,3,2,12,1,2017
21600973,2017-03-11,regular,201566,Russell Westbrook,OKC,OKC,UTA,36,33,9,26,34.6,3,10,30.0,12,13,92.3,1,10,11,14,2,2,5,1,12,1,2017
21600977,2017-03-11,regular,2544,LeBron James,CLE,ORL,CLE,38,24,8,14,57.1,2,5,40.0,6,10,60.0,0,12,12,12,0,1,4,3,12,1,2017
21601000,2017-03-14,regular,201566,Russell Westbrook,OKC,BKN,OKC,35,25,6,18,33.3,2,7,28.6,11,13,84.6,1,11,12,19,2,1,5,3,7,1,2017
21600999,2017-03-14,regular,2544,LeBron James,CLE,CLE,DET,28,16,6,12,50.0,0,2,0.0,4,5,80.0,0,11,11,12,0,0,2,0,22,1,2017
21601010,2017-03-15,regular,201935,James Harden,HOU,HOU,LAL,31,18,6,12,50.0,1,6,16.7,5,7,71.4,3,9,12,13,2,0,9,2,10,1,2017
21601024,2017-03-17,regular,201935,James Harden,HOU,NOP,HOU,40,41,12,21,57.1,4,10,40.0,13,14,92.9,2,12,14,11,2,0,5,2,-12,0,2017
21601062,2017-03-22,regular,201566,Russell Westbrook,OKC,OKC,PHI,28,18,6,6,100.0,0,0,0.0,6,6,100.0,0,11,11,14,0,2,5,1,21,1,2017
21601091,2017-03-26,regular,201566,Russell Westbrook,OKC,HOU,OKC,39,39,13,24,54.2,3,9,33.3,10,16,62.5,0,11,11,13,0,0,5,4,-14,0,2017
21601108,2017-03-28,regular,201935,James Harden,HOU,HOU,GSW,38,24,5,20,25.0,1,9,11.1,13,13,100.0,3,8,11,13,1,0,6,1,-9,0,2017
21601112,2017-03-29,regular,201566,Russell Westbrook,OKC,ORL,OKC,42,57,21,40,52.5,6,15,40.0,9,11,81.8,3,10,13,11,3,0,7,3,8,1,2017
21601135,2017-03-31,regular,201566,Russell Westbrook,OKC,OKC,SAS,37,32,8,22,36.4,2,7,28.6,14,15,93.3,2,13,15,12,0,0,8,1,-10,0,2017
21601139,2017-04-01,regular,203901,Elfrid Payton,ORL,BKN,ORL,35,20,6,12,50.0,1,2,50.0,7,8,87.5,2,9,11,11,1,0,2,0,8,0,2017
21601150,2017-04-02,regular,2544,LeBron James,CLE,CLE,IND,52,41,16,29,55.2,3,10,30.0,6,12,50.0,4,10,14,11,2,1,1,4,-1,1,2017
21601152,2017-04-02,regular,203110,Draymond Green,GSW,GSW,WAS,35,11,3,8,37.5,1,3,33.3,4,6,66.7,0,11,11,13,1,1,4,2,28,1,2017
21601156,2017-04-04,regular,2544,LeBron James,CLE,CLE,ORL,37,18,7,14,50.0,0,3,0.0,4,6,66.7,1,10,11,11,2,1,6,2,17,1,2017
21601159,2017-04-04,regular,201566,Russell Westbrook,OKC,OKC,MIL,27,12,4,12,33.3,2,4,50.0,2,2,100.0,3,10,13,13,2,0,3,2,19,1,2017
21601200,2017-04-09,regular,201935,James Harden,HOU,SAC,HOU,36,35,9,22,40.9,5,13,38.5,12,13,92.3,0,11,11,15,1,0,10,2,7,1,2017
21700079,2017-10-28,regular,201566,Russell Westbrook,OKC,CHI,OKC,28,12,5,13,38.5,0,2,0.0,2,3,66.7,2,11,13,13,2,0,2,2,26,1,2018
21700121,2017-11-03,regular,1627732,Ben Simmons,PHI,PHI,IND,39,14,5,13,38.5,0,0,0.0,4,4,100.0,2,9,11,11,2,3,5,3,12,1,2018
21700166,2017-11-09,regular,201935,James Harden,HOU,HOU,CLE,43,35,8,21,38.1,6,14,42.9,13,14,92.9,1,10,11,13,5,1,5,4,3,1,2018
21700182,2017-11-11,regular,1628366,Lonzo Ball,LAL,MIL,LAL,39,19,7,12,58.3,3,5,60.0,2,4,50.0,0,12,12,13,3,3,4,3,10,0,2018
21700240,2017-11-19,regular,1628366,Lonzo Ball,LAL,LAL,DEN,40,11,5,13,38.5,1,4,25.0,0,0,0.0,3,13,16,11,0,2,2,4,29,1,2018
21700248,2017-11-20,regular,201566,Russell Westbrook,OKC,NOP,OKC,39,22,6,19,31.6,2,7,28.6,8,10,80.0,3,13,16,12,3,0,3,3,9,0,2018
21700270,2017-11-24,regular,2544,LeBron James,CLE,CLE,CHA,40,27,10,20,50.0,3,8,37.5,4,7,57.1,1,15,16,13,0,3,3,2,-2,1,2018
21700273,2017-11-24,regular,201566,Russell Westbrook,OKC,OKC,DET,39,27,10,29,34.5,1,10,10.0,6,7,85.7,1,10,11,11,3,0,5,2,0,0,2018
21700351,2017-12-05,regular,201566,Russell Westbrook,OKC,OKC,UTA,38,34,12,25,48.0,2,9,22.2,8,9,88.9,0,12,12,14,1,1,7,3,4,1,2018
21700363,2017-12-07,regular,1627732,Ben Simmons,PHI,PHI,LAL,43,12,6,14,42.9,0,0,0.0,0,2,0.0,0,12,12,15,0,1,4,4,9,0,2018
21700382,2017-12-09,regular,201566,Russell Westbrook,OKC,MEM,OKC,43,20,7,29,24.1,1,12,8.3,5,8,62.5,3,8,11,14,1,0,3,5,11,1,2018
21700379,2017-12-09,regular,2544,LeBron James,CLE,CLE,PHI,39,30,9,23,39.1,2,6,33.3,10,12,83.3,3,10,13,13,3,0,6,1,-3,1,2018
21700392,2017-12-11,regular,200765,Rajon Rondo,NOP,HOU,NOP,42,13,5,12,41.7,3,5,60.0,0,0,0.0,2,10,12,12,0,0,8,3,-15,0,2018
21700415,2017-12-14,regular,2544,LeBron James,CLE,CLE,LAL,39,25,8,18,44.4,1,6,16.7,8,12,66.7,1,11,12,12,2,2,5,0,14,1,2018
21700421,2017-12-15,regular,201566,Russell Westbrook,OKC,PHI,OKC,52,27,10,33,30.3,2,5,40.0,5,12,41.7,5,12,17,15,2,0,6,1,-4,1,2018
