gameid,date,type,playerid,player,team,home,away,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,win,season
22200691,2023-01-20,regular,1627734,Domantas Sabonis,SAC,SAC,OKC,38,18,5,9,55.6,0,1,0.0,8,8,100.0,4,10,14,14,0,0,6,3,4,1,2023
22200768,2023-01-31,regular,203999,Nikola Jokic,DEN,DEN,NOP,38,26,10,14,71.4,1,3,33.3,5,5,100.0,1,17,18,15,1,1,5,2,20,1,2023
22200783,2023-02-02,regular,203999,Nikola Jokic,DEN,DEN,GSW,33,22,9,13,69.2,0,0,0.0,4,5,80.0,2,12,14,16,1,1,3,0,26,1,2023
22200797,2023-02-04,regular,203507,Giannis Antetokounmpo,MIL,MIL,MIA,36,35,13,19,68.4,0,2,0.0,9,16,56.3,1,14,15,11,1,1,3,2,19,1,2023
22200820,2023-02-07,regular,203999,Nikola Jokic,DEN,DEN,MIN,28,20,8,10,80.0,0,1,0.0,4,5,80.0,1,11,12,16,1,1,1,1,40,1,2023
22200886,2023-02-23,regular,203999,Nikola Jokic,DEN,CLE,DEN,36,24,8,13,61.5,2,2,100.0,6,6,100.0,7,11,18,13,2,0,7,3,14,1,2023
22200977,2023-03-06,regular,203081,Damian Lillard,POR,DET,POR,38,31,10,28,35.7,6,14,42.9,5,6,83.3,2,11,13,12,1,1,4,0,8,1,2023
22200976,2023-03-06,regular,1627734,Domantas Sabonis,SAC,SAC,NOP,34,19,8,13,61.5,1,1,100.0,2,3,66.7,5,6,11,11,1,1,6,5,0,1,2023
22200982,2023-03-07,regular,1630581,Josh Giddey,OKC,OKC,GSW,38,17,6,11,54.5,1,4,25.0,4,4,100.0,2,9,11,17,0,0,3,2,15,1,2023
22201002,2023-03-10,regular,203999,Nikola Jokic,DEN,SAS,DEN,39,37,14,24,58.3,4,6,66.7,5,6,83.3,3,8,11,11,3,0,5,2,-2,0,2023
22201014,2023-03-12,regular,203999,Nikola Jokic,DEN,DEN,BKN,39,35,14,23,60.9,0,1,0.0,7,10,70.0,6,14,20,11,2,2,3,2,14,0,2023
22201026,2023-03-13,regular,1627734,Domantas Sabonis,SAC,SAC,MIL,39,23,11,23,47.8,1,2,50.0,0,0,0.0,10,7,17,15,0,0,1,3,-19,0,2023
22201081,2023-03-21,regular,1627734,Domantas Sabonis,SAC,SAC,BOS,37,16,7,12,58.3,0,1,0.0,2,6,33.3,4,9,13,12,1,0,6,2,-15,0,2023
22201126,2023-03-27,regular,203999,Nikola Jokic,DEN,DEN,PHI,35,25,8,11,72.7,0,0,0.0,9,11,81.8,3,14,17,12,0,2,3,3,11,1,2023
22201136,2023-03-29,regular,203507,Giannis Antetokounmpo,MIL,IND,MIL,32,38,14,18,77.8,0,0,0.0,10,14,71.4,3,14,17,12,1,0,5,1,20,1,2023
22201185,2023-04-04,regular,1627734,Domantas Sabonis,SAC,NOP,SAC,32,16,7,12,58.3,1,2,50.0,1,2,50.0,3,9,12,11,0,0,2,3,6,1,2023
22201195,2023-04-05,regular,1627734,Domantas Sabonis,SAC,DAL,SAC,35,19,8,11,72.7,1,1,100.0,2,6,33.3,3,8,11,11,1,0,3,4,-14,0,2023
22201226,2023-04-09,regular,1630544,Tre Mann,OKC,OKC,MEM,47,24,9,16,56.3,1,4,25.0,5,5,100.0,1,11,12,12,2,0,5,2,13,1,2023
22201216,2023-04-09,regular,1630202,Payton Pritchard,BOS,BOS,ATL,46,30,10,21,47.6,9,16,56.3,1,1,100.0,1,13,14,11,0,0,7,1,11,1,2023
22201224,2023-04-09,regular,1629033,Theo Pinson,DAL,DAL,SAS,40,23,8,16,50.0,5,10,50.0,2,2,100.0,2,11,13,12,1,0,0,3,-11,0,2023
